Coc;Marca;Volumen Total de filtraci¢n ;Extracto CO2;L£pulo Pellet  Herkules;Alpha  cidos Herkules;Catalizador isomerizaci¢n;Amargo por cocimiento
1;CLUB COLOMBIA;1000;9;28;13,4;;47,7
2;CLUB COLOMBIA;1000;9;28;13,4;;44,9
3;CLUB COLOMBIA;989;9;27;13,4;;44,6
4;CLUB COLOMBIA;995;9;28;13,4;;45,3
5;ESTANDAR 900;942;0;0;13,4;0;0
6;ESTANDAR 900;945;4;55;13,4;2250;59,85
7;ESTANDAR 900;945;4;55;13,4;2250;56,43
8;ESTANDAR 900;944;4;53;13,4;2250;52,1
9;ESTANDAR 900;945;4;55;13,4;2250;55,75
10;ESTANDAR 900;941;3;42;13,4;1800;46,51
11;ESTANDAR 900;945;3;42;13,4;1800;
12;ESTANDAR 900;942;3;42;13,4;1800;
13;ESTANDAR 900;940;3;42;13,4;1800;
14;ESTANDAR 900;945;3;42;13,4;1800;
15;ESTANDAR 18;991;4;60;13,4;2400;57,8
16;ESTANDAR 18;977;0;0;13,4;0;0
17;ESTANDAR 18;980;4;69;13,4;2400;63,61
18;ESTANDAR 18;977;4;69;13,4;2400;64,41
19;ESTANDAR 900;943;3;42;13,4;1800;
20;ESTANDAR 900;945;3;42;13,4;1800;
21;ESTANDAR 900;945;3;42;13,4;1800;
22;ESTANDAR 900;943;3;42;13,4;1800;
23;ESTANDAR 900;945;3;42;13,4;1800;
24;ESTANDAR 18;991;3;44;13,4;1800;
25;ESTANDAR 18;979;3;44;13,4;1800;
26;ESTANDAR 18;983;3;44;13,4;1800;
27;ESTANDAR 18;987;3;44;13,4;1800;
28;LIGHT 16;981;;;;;
29;LIGHT 16;973;;;;;
30;LIGHT 16;974;;;;;
31;LIGHT 16;975;;;;;
32;LIGHT 16;973;;;;;
33;LIGHT 16;965;;;;;
34;LIGHT 16;972;;;;;
35;ESTANDAR 18;1000;3;46;13,4;1800;48,11
36;ESTANDAR 18;580;3;30;13,4;1800;46,17
37;ESTANDAR 18;991;3;44;13,4;1800;45,6
38;ESTANDAR 18;960;4;65;13,4;2700;61,56
39;ESTANDAR 18;980;4;65;13,4;2700;
40;ESTANDAR 18;973;4;67;13,4;2700;63,95
41;ESTANDAR 18;979;0;0;13,4;0;0
42;AZTECA 18;1000;9;;;;
43;AZTECA 18;1000;9;;;;
44;AZTECA 18;1008;9;;;;
45;AZTECA 18;995;9;;;;
46;ESTANDAR 18;994;3;44;13,4;2000;47,2
47;ESTANDAR 18;992;3;46;13,4;1800;46,74
48;ESTANDAR 18;990;3;45;13,4;1800;45,83
49;ESTANDAR 18;987;3;46;13,4;1800;45,71
50;AZTECA 18;1005;9;;;;
51;AZTECA 18;1003;9;;;;
52;AZTECA 18;1004;9;;;;
53;AZTECA 18;1005;9;;;;
54;ESTANDAR 18;985;3;46;13,4;1800;
55;ESTANDAR 18;991;3;46;13,4;1800;
56;ESTANDAR 18;990;3;46;13,4;1800;
57;ESTANDAR 18;990;3;46;13,4;1800;
58;ESTANDAR 18;980;3;46;13,4;1800;48,56
59;ESTANDAR 18;980;3;46;13,4;1800;
60;ESTANDAR 18;980;3;44;13,4;1800;46,06
61;ESTANDAR 18;985;3;44;13,4;1800;
62;ESTANDAR 18;980;3;44;13,4;1800;47,65
63;ESTANDAR 18;980;3;44;13,4;1800;45,71
64;ESTANDAR 18;980;3;44;13,4;1800;43,78
65;ESTANDAR 18;990;3;44;13,4;1800;
66;ESTANDAR 18;990;3;44;13,4;1800;45,14
67;ESTANDAR 18;984;3;44;13,4;1800;
68;ESTANDAR 18;978;3;44;13,4;1800;46,97
69;ESTANDAR 18;979;3;44;13,4;1800;
70;ESTANDAR 900;928;3;42;13,4;1800;48,45
71;ESTANDAR 900;944;3;42;13,4;1800;46,4
72;ESTANDAR 900;944;3;40;13,4;1800;46,06
73;ESTANDAR 900;932;3;40;13,4;1800;46,51
74;ESTANDAR 900;941;3;40;13,4;1800;45,37
75;LIGHT 16;981;;;;;
76;LIGHT 16;985;;;;;
77;LIGHT 16;944;;;;;
78;LIGHT 16;965;;;;;
79;LIGHT 16;941;;;;;
80;LIGHT 16;960;;;;;
81;LIGHT 16;960;;;;;
82;LIGHT 16;957;;;;;
83;ESTANDAR 900;946;3;41;13,4;1800;46,97
84;ESTANDAR 900;943;3;41;13,4;1800;45,14
85;ESTANDAR 900;944;3;41;13,4;1800;44,92
86;ESTANDAR 900;925;3;41;13,4;1800;46,06
87;ESTANDAR 900;932;3;44;13,4;1800;48,11
88;AZTECA 18;993;9;;;;
89;AZTECA 18;1001;9;;;;
90;AZTECA 18;1004;9;;;;
91;AZTECA 18;1001;9;;;;
92;ESTANDAR 18;989;4;59;13,4;2400;54,83
93;ESTANDAR 18;988;0;0;13,4;2400;0
94;ESTANDAR 18;963;4;69;13,4;2400;66,01
95;ESTANDAR 18;980;4;69;13,4;2400;65,09
96;AZTECA 18;998;9;;;;
97;AZTECA 18;1000;9;;;;
98;AZTECA 18;1000;9;;;;
99;AZTECA 18;1010;9;;;;
100;ESTANDAR 18;990;4;65;13,4;2400;62,02
101;ESTANDAR 18;994;4;65;13,4;2400;60,53
102;ESTANDAR 18;990;4;66;13,4;2400;60,76
103;ESTANDAR 18;990;0;0;;0;0
104;ESTANDAR 18;990;3;45;13,4;1800;
105;ESTANDAR 18;990;3;45;13,4;1800;
106;ESTANDAR 18;989;3;45;13,4;1800;
107;ESTANDAR 18;988;3;40;13,4;1800;
108;ESTANDAR 900;945;3;42;13,4;1800;47,77
109;ESTANDAR 900;950;4;60;13,4;2400;58,94
110;ESTANDAR 900;944;4;60;13,4;2400;61,67
111;ESTANDAR 900;943;4;67;13,4;0;64,18
112;ESTANDAR 900;942;0;0;13,4;2400;0
113;ESTANDAR 18;988;3;44;13,4;1800;
114;ESTANDAR 18;988;3;44;13,4;1800;
115;ESTANDAR 18;989;3;44;13,4;1800;
116;ESTANDAR 18;990;3;44;13,4;1800;
117;ESTANDAR 900;935;3;41;13,4;1800;47,2
118;ESTANDAR 900;950;3;41;13,4;1800;46,28
119;ESTANDAR 900;953;3;40;13,4;1800;44,69
120;ESTANDAR 900;944;3;42;13,4;1800;45,03
121;ESTANDAR 900;945;3;40;13,4;1800;45,14
122;LIGHT 16;936;;;;;
123;LIGHT 16;945;;;;;
124;LIGHT 16;940;;;;;
125;LIGHT 16;967;;;;;
126;LIGHT 16;955;;;;;
127;LIGHT 16;946;;;;;
128;LIGHT 16;949;;;;;
129;LIGHT 16;958;;;;;
130;LIGHT 16;955;;;;;
131;LIGHT 16;979;;;;;
132;LIGHT 16;975;;;;;
133;CLUB COLOMBIA;1017;9;28;13,4;;53,5
134;CLUB COLOMBIA;1014;9;28;13,4;;44,2
135;CLUB COLOMBIA;990;9;26;13,4;;41,2
136;CLUB COLOMBIA;991;9;28;13,4;;43,8
137;ESTANDAR 18;984;4;66;13,4;2400;60,99
138;ESTANDAR 18;986;0;0;13,4;0;0
139;ESTANDAR 18;970;4;66;13,4;2400;60,88
140;ESTANDAR 18;976;4;66;13,4;2400;59,85
141;CLUB COLOMBIA;973;9;28;13,4;;52,5
142;CLUB COLOMBIA;991;9;28;13,4;;49,9
143;CLUB COLOMBIA;998;9;28;13,4;;46,4
144;CLUB COLOMBIA;990;9;18;13,4;;42,4
145;ESTANDAR 900;927;4;57;13,4;2400;61,45
146;ESTANDAR 900;911;4;57;13,4;2400;56,09
147;ESTANDAR 900;927;0;0;13,4;0;0
148;ESTANDAR 900;945;4;57;13,4;2400;59,62
149;ESTANDAR 900;930;3;57;13,4;2400;59,85
150;AZTECA 18;1000;9;;;;
151;AZTECA 18;1002;9;;;;
152;AZTECA 18;1013;9;;;;
153;AZTECA 18;999;9;;;;
154;ESTANDAR 18;990;3;44;13,4;1800;46,74
155;ESTANDAR 18;974;3;44;13,4;1800;
156;ESTANDAR 18;975;3;44;13,4;1800;
157;ESTANDAR 18;974;3;44;13,4;1800;
158;AZTECA 18;1000;9;;;;
159;AZTECA 18;1000;9;;;;
160;AZTECA 18;1000;9;;;;
161;AZTECA 18;1016;9;;;;
162;ESTANDAR 900;954;3;41;13,4;1800;46,74
163;ESTANDAR 900;932;3;41;13,4;1800;
164;ESTANDAR 900;933;3;41;13,4;1800;46,74
165;ESTANDAR 900;934;3;41;13,4;1800;
166;ESTANDAR 900;932;3;41;13,4;1800;
167;ESTANDAR 18;990;3;44;13,4;1800;
168;ESTANDAR 18;988;3;44;13,4;1800;
169;ESTANDAR 18;987;3;44;13,4;1800;
170;ESTANDAR 18;990;3;44;13,4;1800;
171;LIGHT 16;986;;;;;
172;LIGHT 16;978;;;;;
173;LIGHT 16;965;;;;;
174;LIGHT 16;980;;;;;
175;LIGHT 16;973;;;;;
176;LIGHT 16;960;;;;;
177;LIGHT 16;956;;;;;
178;LIGHT 16;964;;;;;
179;CLUB COLOMBIA;991;9;28;13,4;;46,5
180;CLUB COLOMBIA;993;9;28;13,4;;43,7
181;CLUB COLOMBIA;997;9;28;13,4;;45,2
182;CLUB COLOMBIA;994;9;30;13,4;;46,2
183;ESTANDAR 18;989;3;44;13,5;1800;45,03
184;ESTANDAR 18;989;3;44;13,5;1800;
185;ESTANDAR 18;990;3;44;13,5;1800;
186;ESTANDAR 18;989;3;47;13,5;1800;
187;ESTANDAR 18;988;3;44;13,5;1800;47
188;ESTANDAR 18;997;3;44;13,5;1800;44,46
189;ESTANDAR 18;990;3;44;13,5;1800;45,71
190;CLUB COLOMBIA;998;9;28;13,5;;50,5
191;CLUB COLOMBIA;1001;9;28;13,5;;48
192;CLUB COLOMBIA;1000;9;26;13,5;;43,8
193;CLUB COLOMBIA;1000;9;25;13,5;;45,6
194;AZTECA 18;1000;9;;;;
195;AZTECA 18;1004;9;;;;
196;AZTECA 18;1000;9;;;;
197;AZTECA 18;1000;9;;;;
198;ESTANDAR 900;944;4;57;13,5;2400;57,8
199;ESTANDAR 900;942;4;57;13,5;2400;59,62
200;ESTANDAR 900;920;4;57;13,5;2400;59,39
201;ESTANDAR 900;930;3;56;13,5;2400;56,89
202;ESTANDAR 900;933;0;0;13,5;0;0
203;AZTECA 18;1005;9;;;;
204;AZTECA 18;1002;9;;;;
205;AZTECA 18;1008;9;;;;
206;AZTECA 18;1002;9;;;;
207;ESTANDAR 18;994;3;45;13,5;1800;47,88
208;ESTANDAR 18;996;3;45;13,5;1800;47,65
209;ESTANDAR 18;994;3;43;13,5;1800;
210;ESTANDAR 18;994;3;42;13,4;1800;45,71
211;ESTANDAR 18;994;3;45;13,4;1800;47,65
212;ESTANDAR 18;993;3;44;13,4;1800;46,97
213;ESTANDAR 18;995;3;44;13,4;1800;
214;ESTANDAR 18;993;3;42;13,4;1800;
215;ESTANDAR 900;945;3;41;13,4;1800;47,2
216;ESTANDAR 900;945;3;41;13,4;1800;45,71
217;ESTANDAR 900;944;3;41;13,4;1800;
218;ESTANDAR 900;945;3;41;13,4;1800;
219;ESTANDAR 900;944;3;40;13,4;1800;
220;ESTANDAR 18;993;3;44;13,4;1800;
221;ESTANDAR 18;997;3;44;13,4;1800;
222;ESTANDAR 18;991;3;44;13,4;1800;
223;ESTANDAR 18;989;3;44;13,4;1800;
224;LIGHT 16;966;;;;;
225;LIGHT 16;965;;;;;
226;LIGHT 16;952;;;;;
227;LIGHT 16;974;;;;;
228;LIGHT 16;980;;;;;
229;LIGHT 16;979;;;;;
230;LIGHT 16;980;;;;;
231;LIGHT 16;979;;;;;
232;LIGHT 16;964;;;;;
233;LIGHT 16;945;;;;;
234;LIGHT 16;957;;;;;
235;LIGHT 16;976;;;;;
236;ESTANDAR 900;945;3;41;13,4;1800;
237;ESTANDAR 900;944;3;41;13,4;1800;
238;ESTANDAR 900;947;3;41;13,4;1800;
239;ESTANDAR 900;947;3;41;13,4;1800;
240;ESTANDAR 900;931;3;41;13,4;1800;
241;ESTANDAR 900;945;4;56;13,4;2400;58,25
242;ESTANDAR 900;934;0;0;13,4;0;0
243;ESTANDAR 900;944;4;56;13,4;2400;57,68
244;ESTANDAR 900;945;4;56;13,4;2400;59,74
245;ESTANDAR 900;944;4;56;13,4;2400;59,85
246;ESTANDAR 18;995;3;44;13,4;1800;
247;ESTANDAR 18;990;3;44;13,4;1800;
248;ESTANDAR 18;992;3;44;13,4;1800;
249;ESTANDAR 18;992;3;44;13,4;1800;
250;ESTANDAR 18;995;4;65;13,4;2400;60,88
251;ESTANDAR 18;993;0;0;13,4;0;0
252;ESTANDAR 18;995;4;65;13,4;2400;63,5
253;ESTANDAR 18;992;4;65;13,4;2400;61,33
254;ESTANDAR 18;997;3;44;13,4;1800;
255;ESTANDAR 18;995;3;44;13,4;1800;
256;ESTANDAR 18;991;3;44;13,4;1800;
257;ESTANDAR 18;990;3;44;13,4;1800;
258;ESTANDAR 18;990;3;44;13,4;1800;
259;ESTANDAR 18;990;3;44;13,4;1800;
260;ESTANDAR 18;987;3;44;13,4;1800;
261;ESTANDAR 18;987;3;44;13,4;1800;
262;ESTANDAR 18;988;4;64;13,4;2200;61,56
263;ESTANDAR 18;985;0;0;13,4;0;0
264;ESTANDAR 18;987;4;64;13,4;2200;59,05
265;ESTANDAR 18;985;4;64;13,4;2200;61,45
266;ESTANDAR 18;994;3;44;13,4;1800;
267;ESTANDAR 18;992;3;44;13,4;1800;
268;ESTANDAR 18;993;3;44;13,4;1800;
269;ESTANDAR 18;990;3;44;13,4;1800;
270;LIGHT 16;980;;;;;
271;LIGHT 16;975;;;;;
272;LIGHT 16;978;;;;;
273;LIGHT 16;978;;;;;
274;LIGHT 16;974;;;;;
275;LIGHT 16;979;;;;;
276;LIGHT 16;979;;;;;
277;LIGHT 16;960;;;;;
278;LIGHT 16;976;;;;;
279;LIGHT 16;972;;;;;
280;LIGHT 16;982;;;;;
281;ESTANDAR 900;944;3;41;13,4;1800;44,57
282;ESTANDAR 900;947;3;41;13,4;1800;44,46
283;ESTANDAR 900;943;3;43;13,4;1800;46,28
284;ESTANDAR 900;945;3;43;13,4;1800;47,65
285;ESTANDAR 900;944;3;44;13,4;1800;48,34
286;ESTANDAR 18;1005;3;44;13,4;1800;
287;ESTANDAR 18;990;3;44;13,4;1800;
288;ESTANDAR 18;991;3;44;13,4;1800;
289;ESTANDAR 18;987;3;44;13,4;1800;
290;ESTANDAR 18;996;3;44;13,4;1800;
291;ESTANDAR 18;993;3;44;13,4;1800;
292;ESTANDAR 18;992;3;44;13,4;1800;
293;ESTANDAR 18;985;3;44;13,4;1800;
294;ESTANDAR 900;946;3;42;13,4;1800;48,11
295;ESTANDAR 900;941;3;42;13,4;1800;47,42
296;ESTANDAR 900;942;3;40;13,4;1800;45,83
297;ESTANDAR 900;943;3;40;13,4;1800;44,69
298;ESTANDAR 900;944;3;40;13,4;1800;42,75
299;ESTANDAR 18;993;3;44;13,4;1800;
300;ESTANDAR 18;986;3;44;13,4;1800;
301;ESTANDAR 18;985;3;44;13,5;1800;
302;ESTANDAR 18;983;3;44;13,5;1800;
303;AZTECA 18;999;9;;;;35,6
304;AZTECA 18;996;9;;;;
305;AZTECA 18;990;9;;;;35,9
306;AZTECA 18;1003;9;;;;
307;CLUB COLOMBIA;985;9;27;13,5;;40,3
308;CLUB COLOMBIA;992;9;27;13,5;;48,2
309;CLUB COLOMBIA;989;9;32;13,5;;48,5
310;CLUB COLOMBIA;988;9;25;13,5;;45,4
311;ESTANDAR 18;994;3;43;13,5;1800;47,99
312;ESTANDAR 18;993;3;43;13,5;1800;47,2
313;ESTANDAR 18;991;3;40;13,5;1800;46,74
314;ESTANDAR 18;990;3;40;13,5;1800;46,51
315;CLUB COLOMBIA;987;9;28;13,5;;49,1
316;CLUB COLOMBIA;990;9;28;13,5;;43,3
317;CLUB COLOMBIA;995;9;23;13,5;;41,9
318;CLUB COLOMBIA;994;9;29;13,5;;45,5
319;ESTANDAR 18;1003;3;42;13,5;1800;46,63
320;ESTANDAR 18;986;3;42;13,5;1800;46,85
321;ESTANDAR 18;992;3;42;13,5;1800;
322;ESTANDAR 18;995;3;42;13,5;1800;
323;LIGHT 16;930;;;;;
324;LIGHT 16;980;;;;;
325;LIGHT 16;982;;;;;
326;LIGHT 16;960;;;;;
327;LIGHT 16;967;;;;;
328;LIGHT 16;957;;;;;
329;LIGHT 16;954;;;;;
330;LIGHT 16;954;;;;;
331;ESTANDAR 900;944;3;40;13,5;1800;45,49
332;ESTANDAR 900;932;3;40;13,5;1800;
333;ESTANDAR 900;930;3;40;13,5;1800;
334;ESTANDAR 900;931;3;42;13,5;1800;
335;ESTANDAR 900;940;3;42;13,5;1800;
336;CLUB COLOMBIA;988;9;27;13,5;;50,9
337;CLUB COLOMBIA;989;9;27;13,5;;45,6
338;CLUB COLOMBIA;988;9;23;13,5;;44,1
339;CLUB COLOMBIA;999;9;25;13,5;;44,8
340;ESTANDAR 900;933;3;40;13,5;1800;
341;ESTANDAR 900;930;3;40;13,5;1800;
342;ESTANDAR 900;944;3;42;13,5;1800;
343;ESTANDAR 900;938;3;42;13,5;1800;
344;ESTANDAR 900;936;3;42;13,5;1800;
345;ESTANDAR 18;995;3;42;13,5;1800;
346;ESTANDAR 18;993;3;42;13,5;1800;
347;ESTANDAR 18;995;3;42;13,5;1800;
348;ESTANDAR 18;994;3;42;13,5;1800;
349;LIGHT 16;970;;;;;
350;LIGHT 16;950;;;;;
351;LIGHT 16;944;;;;;
352;LIGHT 16;945;;;;;
353;ESTANDAR 18;995;3;42;13,5;1800;44,8
354;ESTANDAR 18;996;3;42;13,5;1800;
355;ESTANDAR 18;987;3;44;13,5;1800;
356;ESTANDAR 18;996;3;44;13,5;1800;45,37
357;ESTANDAR 18;984;3;45;13,5;1800;46,85
358;ESTANDAR 18;993;3;45;13,5;1800;
359;ESTANDAR 18;985;3;45;13,5;1800;
360;ESTANDAR 18;995;3;45;13,5;1800;
361;ESTANDAR 18;994;3;43;13,5;1800;
362;ESTANDAR 18;992;3;45;13,5;1800;
363;ESTANDAR 18;988;3;45;13,5;1800;
364;ESTANDAR 18;996;3;42;13,5;1800;
365;AZTECA 18;1004;9;;;;
366;AZTECA 18;1010;9;;;;
367;AZTECA 18;1000;9;;;;
368;AZTECA 18;1010;9;;;;
369;ESTANDAR 900;940;3;;;1800;45,49
370;ESTANDAR 900;944;3;;;1800;
371;ESTANDAR 900;945;3;;;1800;
372;ESTANDAR 900;945;3;;;1800;
373;ESTANDAR 900;944;3;;;;
374;CLUB COLOMBIA;990;9;24;13,5;;48,7
375;CLUB COLOMBIA;990;9;24;13,5;;47,7
376;CLUB COLOMBIA;999;9;22;13,5;;45,5
377;CLUB COLOMBIA;1003;9;20;13,5;;42,6
378;LIGHT 16;948;;;;;
379;LIGHT 16;940;;;;;
380;LIGHT 16;976;;;;;
381;LIGHT 16;960;;;;;
382;LIGHT 16;959;;;;;
383;LIGHT 16;974;;;;;
384;LIGHT 16;959;;;;;
385;LIGHT 16;977;;;;;
386;ESTANDAR 900;934;3;40;14,1;1800;46,74
387;ESTANDAR 900;920;3;40;14,1;1800;46,17
388;ESTANDAR 900;940;3;40;14,1;2100;48,45
389;ESTANDAR 900;945;3;40;14,1;1800;47,77
390;ESTANDAR 900;946;3;38;14,1;1800;44,92
391;ESTANDAR 18;993;4;60;14,1;2400;61,67
392;ESTANDAR 18;994;4;60;14,1;2400;58,94
393;ESTANDAR 18;994;0;0;14,1;0;0
394;ESTANDAR 18;990;4;65;14,1;2400;
395;ESTANDAR 18;990;3;43;14,1;1800;
396;ESTANDAR 18;990;3;43;14,1;1800;
397;ESTANDAR 18;994;3;43;14,1;1800;
398;ESTANDAR 18;995;3;43;14,1;1800;
399;AZTECA 18;1006;9;;;;
400;AZTECA 18;995;9;;;;
401;AZTECA 18;1007;9;;;;
402;AZTECA 18;1005;9;;;;
403;ESTANDAR 18;988;3;43;14,1;1800;
404;ESTANDAR 18;986;3;43;14,1;1800;
405;ESTANDAR 18;994;3;43;14,1;1800;
406;ESTANDAR 18;994;3;43;14,1;1800;
407;AZTECA 18;1000;9;;;;35,4
408;AZTECA 18;1008;9;;;;36,6
409;AZTECA 18;1014;9;;;;38,4
410;AZTECA 18;1005;9;;;;34,7
411;ESTANDAR 900;943;3;40;14,1;1800;47,54
412;ESTANDAR 900;945;3;40;14,1;1800;58,41
413;ESTANDAR 900;945;3;38;14,1;1800;45,83
414;ESTANDAR 900;944;3;35;14,1;1800;46,97
415;ESTANDAR 900;943;3;30;14,1;1800;37,96
416;ESTANDAR 18;991;3;43;14,1;1800;
417;ESTANDAR 18;990;3;43;14,1;1800;
418;ESTANDAR 18;986;3;43;14,1;1800;
419;ESTANDAR 18;981;3;43;14,1;1800;
420;ESTANDAR 900;932;4;50;14,1;2250;57
421;ESTANDAR 900;935;4;50;14,1;2250;56,89
422;ESTANDAR 900;947;4;50;14,1;2250;55,52
423;ESTANDAR 900;944;3;55;14,1;2250;60,53
424;ESTANDAR 900;944;0;;;0;0
425;LIGHT 16;970;;;;;
426;LIGHT 16;950;;;;;
427;LIGHT 16;962;;;;;
428;LIGHT 16;955;;;;;
429;ESTANDAR 18;980;3;40;14,1;2100;47,08
430;ESTANDAR 18;983;3;40;14,1;2100;46,97
431;ESTANDAR 18;997;3;38;14,1;2100;44,35
432;ESTANDAR 18;980;3;38;14,1;2100;46,85
433;ESTANDAR 18;983;3;43;14,1;1800;
434;ESTANDAR 18;990;4;68;14,1;1800;62,13
435;ESTANDAR 18;989;5;73;13,5-14,1;1800;
436;ESTANDAR 18;990;0;0;14,1;1800;
437;ESTANDAR 900;931;3;40;13,4;1800;46,74
438;ESTANDAR 900;928;3;40;13,4-14,1;1800;45,94
439;ESTANDAR 900;930;3;37;14,1;1800;46,4
440;ESTANDAR 900;930;3;40;13,4;1800;45,71
441;ESTANDAR 900;930;3;40;13,4;1800;46,63
442;ESTANDAR 18;990;3;40;13,4;2100;43,66
443;ESTANDAR 18;980;3;40;13,4;2100;44,92
444;ESTANDAR 18;983;3;45;13,4;2100;48,56
445;ESTANDAR 18;989;3;43;13,4;2100;44,35
446;ESTANDAR 18;991;4;58;13,4;2400;53,01
447;ESTANDAR 18;985;4;68;13,4;2400;62,13
448;ESTANDAR 18;986;0;0;13,4;0;0
449;ESTANDAR 18;985;4;80;13,4;2600;70,11
450;CLUB COLOMBIA;990;9;24;13,4;;48,4
451;CLUB COLOMBIA;995;9;24;13,4;;47,1
452;CLUB COLOMBIA;990;9;18;13,4;;43,7
453;CLUB COLOMBIA;990;9;23;13,4;;39,8
454;ESTANDAR 18;989;4;65;13,4;2400;60,42
455;ESTANDAR 18;985;4;65;13,4;2400;62,59
456;ESTANDAR 18;986;4;65;13,4;2400;
457;ESTANDAR 18;985;0;0;                                                  ;2400;
458;CLUB COLOMBIA;987;9;23;13,4;;48
459;CLUB COLOMBIA;991;9;23;13,4;;46,5
460;CLUB COLOMBIA;988;9;23;13,4;;45,8
461;CLUB COLOMBIA;984;9;24;13,4;;44
462;ESTANDAR 18;989;3;45;13,4;1800;45,94
463;ESTANDAR 18;983;3;45;13,4;1800;
464;ESTANDAR 18;986;3;45;13,4;1800;
465;ESTANDAR 18;983;3;45;13,4;1800;
466;ESTANDAR 18;990;3;45;13,4;1800;46,63
467;ESTANDAR 18;991;3;45;13,4;1800;
468;ESTANDAR 18;996;3;45;13,4;1800;
469;ESTANDAR 18;995;3;45;13,4;1800;
1;LIGHT 16;990;;;;;
2;LIGHT 16;990;;;;;
3;LIGHT 16;990;;;;;
4;ESTANDAR 18;980;3;36;;1800;
5;ESTANDAR 18;980;3;36;;1800;
6;ESTANDAR 18;980;3;36;;1800;
7;ESTANDAR 18;977;3;36;;1800;
8;ESTANDAR 900;920;3;37;;1800;48,91
9;ESTANDAR 900;920;3;37;;1800;
10;ESTANDAR 900;920;3;35;;1800;47,88
11;ESTANDAR 900;920;3;35;;1800;
12;ESTANDAR 900;920;3;25;;1800;
13;ESTANDAR 900;945;3;36;;1800;46,06
14;ESTANDAR 900;945;3;36;;1800;
15;ESTANDAR 900;945;3;36;;1800;
16;ESTANDAR 900;945;3;36;;1800;
17;ESTANDAR 900;945;3;36;;1800;
18;ESTANDAR 900;945;3;38;;1800;47,2
19;ESTANDAR 900;945;3;38;;1800;
20;ESTANDAR 900;945;3;34;;1800;
21;ESTANDAR 900;945;3;34;;1800;
22;ESTANDAR 900;945;3;34;;1800;
23;ESTANDAR 18;980;3;38;15,3;1800;46,63
24;ESTANDAR 18;980;3;36,5;;1800;
25;ESTANDAR 18;980;3;36;;1800;
26;ESTANDAR 18;993;3;36;;1800;
27;ESTANDAR 18;989;3;38;15,3;1800;
28;ESTANDAR 18;987;3;38;15,3;1800;
29;ESTANDAR 18;980;3;38;15,3;1800;
30;ESTANDAR 18;980;3;38;15,3;1800;
31;ESTANDAR 18;980;3;38;15,3;1800;
32;ESTANDAR 18;980;3;38;15,3;1800;
33;ESTANDAR 18;980;3;38;15,3;1800;
34;ESTANDAR 18;980;3;38;15,3;1800;
35;ESTANDAR 18;980;3;38;15,3;1800;
36;ESTANDAR 18;950;3;38;15,3;1800;
37;ESTANDAR 18;942;3;38;15,3;1800;
38;ESTANDAR 18;940;3;38;15,3;1800;
39;ESTANDAR 18;945;3;38;15,3;1800;
40;ESTANDAR 18;951;3;38;15,3;1800;
41;ESTANDAR 18;980;3;38;15,3;1800;
42;ESTANDAR 18;980;3;37;15,3;1800;
43;ESTANDAR 18;980;3;38;15,3;1800;
44;ESTANDAR 18;975;3;38;15,3;1800;
45;ESTANDAR 18;981;3;38;15,3;1800;
46;ESTANDAR 18;982;3;37;15,3;1800;
47;LIGHT 16;965;;;;;
48;LIGHT 16;965;;;;;
49;LIGHT 16;965;;;;;
50;LIGHT 16;965;;;;;
51;LIGHT 16;965;;;;;
52;LIGHT 16;965;;;;;
53;LIGHT 16;986;;;;;
54;LIGHT 16;988;;;;;
55;AZTECA 18;1000;9;;;;
56;AZTECA 18;1000;9;;;;
57;AZTECA 18;1000;9;;;;
58;AZTECA 18;1000;9;;;;
59;ESTANDAR 900;1000;3;38;15,3;1800;45,83
60;ESTANDAR 900;1000;;38;15,3;1800;
61;ESTANDAR 900;945;;38;15,3;1800;
62;ESTANDAR 900;955;;38;15,3;1800;
63;ESTANDAR 900;945;;38;15,3;1800;
64;ESTANDAR 18;980;3;38;15,3;1800;
65;ESTANDAR 18;980;3;38;15,3;1800;
66;ESTANDAR 18;980;3;38;15,3;1800;
67;ESTANDAR 18;980;3;38;15,3;1800;
68;ESTANDAR 18;980;3;38;15,3;1800;
69;ESTANDAR 18;980;3;38;15,3;1800;
70;ESTANDAR 18;980;3;38;15,3;1800;
71;ESTANDAR 18;980;3;38;15,3;1800;
72;ESTANDAR 18;980;3;38;15,3;1800;
73;ESTANDAR 18;963;3;38;15,3;1800;
74;ESTANDAR 18;973;3;38;15,3;1800;
75;ESTANDAR 18;968;3;38;15,3;1800;
76;ESTANDAR 18;991;3;38;15,3;1800;
77;ESTANDAR 18;993;3;38;15,3;1800;
78;ESTANDAR 18;992;3;38;15,3;1800;
79;ESTANDAR 18;992;3;38;15,3;1800;
80;ESTANDAR 18;994;3;38;15,3;1800;
81;ESTANDAR 18;991;3;38;15,3;1800;
82;ESTANDAR 18;994;3;38;15,3;1800;
83;ESTANDAR 18;980;3;38;15,3;1800;
84;ESTANDAR 18;980;3;38;15,6;1800;
85;ESTANDAR 18;980;3;38;15,6;1800;
86;ESTANDAR 18;980;3;38;15,6;1800;
87;ESTANDAR 18;980;3;38;15,6;1800;
88;ESTANDAR 900;980;3;38;15,3;1800;
89;ESTANDAR 900;980;3;38;15,3;1800;
90;ESTANDAR 900;980;3;38;15,3;1800;
91;ESTANDAR 900;980;3;37;15,6;1800;
92;ESTANDAR 900;963;3;37;15,6;1800;
